CD_setor;V01006;V01007;V01008;V01009;V01010;V01011;V01012;V01013;V01014;V01015;V01016;V01017;V01018;V01019;V01020;V01021;V01022;V01023;V01024;V01025;V01026;V01027;V01028;V01029;V01030;V01031;V01032;V01033;V01034;V01035;V01036;V01037;V01038;V01039;V01040;V01041
352440205000589;477;248;229;34;23;34;20;23;23;31;26;21;9;4;19;24;26;18;23;23;36;29;18;7;6;53;47;60;38;46;46;67;55;39;16;10
352440205000590;431;207;224;14;19;12;8;11;14;26;55;25;17;6;18;18;15;9;14;6;45;48;21;20;10;32;37;27;17;25;20;71;103;46;37;16
352440205000591;329;169;160;16;11;8;8;8;12;36;39;15;9;7;6;12;10;4;7;13;35;46;13;8;6;22;23;18;12;15;25;71;85;28;17;13
352440205000592;672;327;345;16;23;26;26;16;14;43;72;46;25;20;18;21;25;22;22;25;54;70;46;21;21;34;44;51;48;38;39;97;142;92;46;41
352440205000593;687;344;343;38;28;25;18;15;14;79;75;31;19;X;25;21;25;29;17;13;89;70;26;14;14;63;49;50;47;32;27;168;145;57;33;16
352440205000594;621;315;306;11;32;23;20;23;15;60;68;33;20;10;14;34;15;19;10;19;68;54;39;24;10;25;66;38;39;33;34;128;122;72;44;20
352440205000595;458;234;224;15;16;22;14;15;10;40;59;24;12;7;10;16;21;14;9;9;58;46;25;9;7;25;32;43;28;24;19;98;105;49;21;14
352440205000596;480;242;238;17;29;25;17;10;9;31;72;19;13;0;20;31;18;16;6;10;51;58;20;6;X;37;60;43;33;16;19;82;130;39;19;X
352440205000597;517;265;252;19;38;25;13;14;7;29;71;34;12;3;13;34;19;18;7;6;33;82;20;11;9;32;72;44;31;21;13;62;153;54;23;12
352440205000598;551;268;283;22;27;12;13;18;11;46;54;36;18;11;20;28;14;24;10;15;57;57;27;19;12;42;55;26;37;28;26;103;111;63;37;23
352440205000599;236;112;124;10;6;6;11;3;8;31;27;7;X;X;10;5;9;4;6;9;44;22;7;4;4;20;11;15;15;9;17;75;49;14;6;5
352440205000600;262;124;138;8;7;11;6;11;5;30;30;7;4;5;8;12;8;11;3;5;38;30;9;5;9;16;19;19;17;14;10;68;60;16;9;14
352440205000601;343;154;189;18;12;10;X;3;14;49;29;11;6;X;12;19;5;4;11;16;70;33;5;9;5;30;31;15;5;14;30;119;62;16;15;6
352440205000602;405;196;209;18;29;8;7;4;10;47;51;12;6;4;18;21;14;X;6;8;73;39;9;12;7;36;50;22;9;10;18;120;90;21;18;11
352440205000603;499;273;226;25;39;26;9;14;7;60;71;10;8;4;13;19;16;7;3;8;68;67;13;6;6;38;58;42;16;17;15;128;138;23;14;10
352440205000604;389;207;182;10;23;11;12;11;9;39;41;28;15;8;13;15;10;8;11;9;44;32;27;7;6;23;38;21;20;22;18;83;73;55;22;14
352440205000605;684;339;345;27;31;22;19;19;26;77;69;35;7;7;30;30;23;18;16;23;84;74;28;11;8;57;61;45;37;35;49;161;143;63;18;15
352440205000606;755;367;388;37;39;27;15;14;17;97;76;26;13;6;38;35;33;17;14;24;118;63;21;16;9;75;74;60;32;28;41;215;139;47;29;15
352440205000607;324;159;165;8;12;7;8;10;13;53;35;9;X;X;9;10;3;7;15;20;48;31;8;11;3;17;22;10;15;25;33;101;66;17;13;5
352440205000609;445;214;231;12;15;9;10;25;10;35;35;31;27;5;11;11;8;13;10;13;26;54;36;31;18;23;26;17;23;35;23;61;89;67;58;23
352440205000610;363;173;190;11;10;12;17;17;7;22;35;29;9;4;3;14;15;14;14;6;24;52;27;11;10;14;24;27;31;31;13;46;87;56;20;14
352440205000611;311;160;151;13;8;10;12;10;14;23;23;26;16;5;11;10;12;8;14;11;21;27;16;10;11;24;18;22;20;24;25;44;50;42;26;16
352440205000613;909;466;443;33;48;42;37;31;43;79;48;50;37;18;35;31;33;36;32;44;67;63;52;34;16;68;79;75;73;63;87;146;111;102;71;34
352440205000615;388;193;195;5;16;20;16;13;5;18;43;31;17;9;9;7;12;21;11;5;22;45;27;26;10;14;23;32;37;24;10;40;88;58;43;19
352440205000616;335;180;155;9;20;11;13;8;6;16;41;27;22;7;8;10;12;7;5;3;21;43;18;20;8;17;30;23;20;13;9;37;84;45;42;15
352440205000617;354;176;178;7;17;16;13;11;9;17;35;26;21;4;6;24;13;10;8;5;25;39;28;12;8;13;41;29;23;19;14;42;74;54;33;12
352440205000618;294;144;150;4;8;14;14;9;5;12;34;24;12;8;5;16;13;15;5;X;11;37;29;11;7;9;24;27;29;14;6;23;71;53;23;15
352440205000619;249;126;123;X;12;16;12;8;X;10;27;19;9;10;4;4;11;9;5;5;10;34;22;10;9;6;16;27;21;13;6;20;61;41;19;19
352440205000620;387;196;191;12;26;19;11;12;4;36;52;19;5;0;13;22;16;16;4;6;45;51;14;4;0;25;48;35;27;16;10;81;103;33;9;0
352440205000621;572;286;286;10;23;30;33;25;16;31;44;49;16;9;14;14;21;25;21;25;44;55;40;18;9;24;37;51;58;46;41;75;99;89;34;18
352440205000622;517;258;259;14;22;31;24;20;10;41;52;29;9;6;9;20;11;24;23;22;46;51;30;12;11;23;42;42;48;43;32;87;103;59;21;17
352440205000623;353;165;188;13;13;12;8;3;10;43;36;12;8;7;18;13;7;8;7;15;49;35;15;13;8;31;26;19;16;10;25;92;71;27;21;15
352440205000624;457;226;231;31;27;9;16;4;11;65;44;12;5;X;23;15;17;11;13;14;77;39;14;5;3;54;42;26;27;17;25;142;83;26;10;5
352440205000625;493;245;248;25;18;11;13;14;16;65;44;25;8;6;12;15;20;16;16;21;67;48;20;9;4;37;33;31;29;30;37;132;92;45;17;10
352440205000626;426;206;220;24;27;13;4;12;15;70;32;5;3;X;27;24;7;11;16;24;67;30;9;X;3;51;51;20;15;28;39;137;62;14;5;4
352440205000627;386;181;205;14;21;16;23;36;18;11;20;13;5;4;20;15;9;18;29;25;22;35;22;8;X;34;36;25;41;65;43;33;55;35;13;6
352440205000628;347;154;193;9;12;21;25;21;11;20;18;10;7;0;12;10;17;17;28;11;34;37;13;10;4;21;22;38;42;49;22;54;55;23;17;4
352440205000629;384;189;195;20;22;13;11;3;9;56;30;11;10;4;9;19;16;10;6;8;61;34;15;13;4;29;41;29;21;9;17;117;64;26;23;8
352440205000630;416;173;243;15;12;26;15;27;24;18;14;12;6;4;15;18;20;25;33;24;24;40;34;7;3;30;30;46;40;60;48;42;54;46;13;7
352440205000631;492;213;279;30;22;18;30;19;26;27;23;15;X;X;30;20;22;28;34;23;50;36;22;11;3;60;42;40;58;53;49;77;59;37;13;4
352440205000632;385;199;186;9;14;12;16;17;13;26;33;24;23;12;10;14;11;11;9;12;27;33;21;30;8;19;28;23;27;26;25;53;66;45;53;20
352440205000633;476;234;242;20;16;19;13;8;12;54;53;25;9;5;19;21;20;19;18;12;52;45;22;9;5;39;37;39;32;26;24;106;98;47;18;10
352440205000634;593;297;296;26;32;22;20;17;19;52;62;29;14;4;26;18;25;19;22;16;73;51;27;14;5;52;50;47;39;39;35;125;113;56;28;9
352440205000635;355;168;187;7;19;10;4;7;19;50;30;12;9;X;10;12;12;6;9;21;62;28;15;10;X;17;31;22;10;16;40;112;58;27;19;3
352440205000636;178;91;87;12;3;X;X;5;16;36;12;3;X;0;4;X;X;0;3;26;32;10;9;X;0;16;4;3;X;8;42;68;22;12;X;0
352440205000637;178;89;89;5;X;4;3;3;7;36;17;3;8;X;5;4;5;X;6;9;27;16;8;5;3;10;6;9;4;9;16;63;33;11;13;4
352440205000639;432;212;220;13;17;14;14;15;18;29;28;23;27;14;16;16;22;16;17;14;27;29;22;26;15;29;33;36;30;32;32;56;57;45;53;29
352440205000641;563;272;291;28;29;29;35;21;30;30;32;23;7;8;25;30;33;28;33;18;33;52;19;11;9;53;59;62;63;54;48;63;84;42;18;17
352440205000643;537;244;293;5;3;10;11;28;15;17;43;38;29;45;7;9;12;11;12;17;23;44;49;35;74;12;12;22;22;40;32;40;87;87;64;119
352440205000644;391;184;207;5;9;6;7;14;13;22;32;21;25;30;6;4;4;12;15;13;20;24;28;35;46;11;13;10;19;29;26;42;56;49;60;76
352440205000645;206;88;118;X;0;3;5;9;4;9;13;16;12;16;X;5;5;X;5;8;11;18;20;15;28;X;5;8;7;14;12;20;31;36;27;44
352440205000648;648;298;350;11;14;18;21;20;16;40;44;47;37;30;9;17;13;23;22;18;44;39;66;50;49;20;31;31;44;42;34;84;83;113;87;79
352440205000649;668;304;364;14;19;11;16;14;26;51;39;69;29;16;23;27;29;23;21;22;55;52;65;29;18;37;46;40;39;35;48;106;91;134;58;34
352440205000650;27;15;12;X;X;X;X;0;0;0;3;X;X;X;X;X;0;X;X;0;X;4;X;0;0;X;3;X;3;X;0;X;7;4;X;X
352440205000654;378;163;215;9;X;6;11;16;6;23;24;22;16;28;9;14;10;16;14;8;15;39;25;25;40;18;16;16;27;30;14;38;63;47;41;68
352440205000656;28;10;18;0;X;0;0;X;0;3;X;X;0;X;0;X;X;X;X;0;X;X;X;8;X;0;X;X;X;4;0;4;3;X;8;3
352440205000659;150;69;81;4;3;6;6;8;5;11;8;6;8;4;6;6;10;5;6;4;11;10;9;10;4;10;9;16;11;14;9;22;18;15;18;8
352440205000661;59;39;20;X;5;0;X;4;3;5;5;5;7;X;0;X;X;X;X;X;0;5;4;4;X;X;6;X;X;6;4;5;10;9;11;3
352440205000662;517;228;289;6;10;7;12;9;21;33;34;37;28;31;6;9;13;12;14;15;36;39;44;52;49;12;19;20;24;23;36;69;73;81;80;80
352440205000664;228;110;118;4;13;9;10;6;13;21;11;12;8;3;9;8;7;12;7;6;23;10;21;5;10;13;21;16;22;13;19;44;21;33;13;13
352440205000665;88;49;39;X;5;4;3;X;5;11;6;4;7;X;3;4;X;3;X;X;6;7;3;7;X;5;9;6;6;3;6;17;13;7;14;X
352440205000666;220;102;118;8;10;6;8;9;5;15;17;16;6;X;7;9;8;11;9;10;21;16;17;6;4;15;19;14;19;18;15;36;33;33;12;6
352440205000667;619;310;309;24;28;31;38;31;31;44;37;27;10;9;25;32;29;37;18;30;46;38;24;21;9;49;60;60;75;49;61;90;75;51;31;18
352440205000669;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
352440205000670;429;212;217;22;20;18;15;20;24;43;20;19;8;3;21;18;21;13;29;19;36;30;17;7;6;43;38;39;28;49;43;79;50;36;15;9
352440205000673;566;275;291;22;25;22;20;24;20;40;58;25;13;6;24;34;24;21;23;23;53;50;22;15;X;46;59;46;41;47;43;93;108;47;28;8
352440205000674;799;389;410;10;27;26;35;25;27;70;53;43;48;25;15;26;39;19;26;30;64;61;56;47;27;25;53;65;54;51;57;134;114;99;95;52
352440205000675;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
352440205000676;31;13;18;X;0;0;X;X;0;X;4;X;X;0;0;0;X;0;X;X;X;X;3;X;6;X;0;X;X;3;X;3;5;4;3;6
352440205000679;347;163;184;6;10;6;11;9;15;24;36;21;16;9;8;11;11;13;7;6;34;40;23;21;10;14;21;17;24;16;21;58;76;44;37;19
352440205000680;44;26;18;X;3;3;3;3;X;X;3;4;X;0;X;0;0;X;0;X;4;6;3;0;X;3;3;3;4;3;X;6;9;7;X;X
352440205000681;135;67;68;3;3;X;7;7;5;8;10;8;10;4;6;4;3;X;5;5;11;7;12;7;6;9;7;5;9;12;10;19;17;20;17;10
352440205000685;566;284;282;21;26;17;17;11;12;52;74;32;15;7;18;22;18;14;10;14;55;78;22;24;7;39;48;35;31;21;26;107;152;54;39;14
352440205000686;240;118;122;3;11;9;9;14;4;13;20;13;12;10;8;5;10;10;8;10;16;19;17;16;3;11;16;19;19;22;14;29;39;30;28;13
352440205000687;269;137;132;8;6;12;5;10;7;18;19;9;19;24;9;5;4;10;6;4;20;13;13;19;29;17;11;16;15;16;11;38;32;22;38;53
352440205000688;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
352440205000689;450;227;223;11;11;17;16;12;18;28;33;41;28;12;13;12;11;14;13;15;29;41;33;33;9;24;23;28;30;25;33;57;74;74;61;21
352440205000692;326;146;180;6;5;14;10;7;6;30;26;15;10;17;11;8;10;9;9;8;31;31;19;22;22;17;13;24;19;16;14;61;57;34;32;39
352440205000695;231;116;115;10;17;6;5;4;5;25;25;8;9;X;14;11;3;4;X;8;28;21;8;11;5;24;28;9;9;6;13;53;46;16;20;7
352440205000697;273;126;147;10;13;6;8;X;4;34;30;10;6;3;12;13;10;4;10;12;31;35;8;6;6;22;26;16;12;12;16;65;65;18;12;9
352440205000698;274;154;120;10;13;12;8;7;9;22;20;23;15;15;3;7;9;3;9;13;15;18;17;17;9;13;20;21;11;16;22;37;38;40;32;24
352440205000699;48;25;23;X;3;X;X;X;X;3;4;4;3;0;0;X;X;X;X;4;X;4;X;6;X;X;4;X;3;3;6;5;8;6;9;X
352440205000700;164;80;84;4;X;8;4;7;4;13;11;16;7;5;5;4;X;10;9;6;11;11;20;4;X;9;5;10;14;16;10;24;22;36;11;7
352440205000702;243;117;126;11;4;3;9;10;14;18;14;12;13;9;7;9;9;6;14;12;19;19;14;10;7;18;13;12;15;24;26;37;33;26;23;16
352440205000703;37;18;19;0;X;X;X;0;0;4;X;4;X;3;0;0;X;X;X;0;4;3;3;X;3;0;X;3;3;X;0;8;5;7;X;6
352440205000704;300;150;150;11;8;10;13;11;8;23;23;19;16;8;3;8;10;15;10;13;24;25;17;14;11;14;16;20;28;21;21;47;48;36;30;19
352440205000705;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
352440205000706;251;123;128;5;8;8;6;5;10;39;16;13;6;7;7;11;7;4;6;18;29;17;15;6;8;12;19;15;10;11;28;68;33;28;12;15
352440205000707;29;13;16;0;3;0;X;X;X;X;3;0;X;0;X;X;5;X;X;X;X;X;X;0;0;X;5;5;X;X;3;3;5;X;X;0
352440205000708;436;207;229;10;24;12;12;12;22;58;30;13;9;5;17;16;26;19;11;25;53;32;20;4;6;27;40;38;31;23;47;111;62;33;13;11
352440205000709;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
352440205000710;40;19;21;X;0;3;3;X;X;X;4;X;X;X;X;X;X;0;X;X;3;7;X;X;3;X;X;4;3;3;3;4;11;X;3;4
352440205000711;43;25;18;X;0;3;4;X;0;5;3;4;X;X;X;X;X;X;0;X;X;4;X;X;3;X;X;5;5;X;X;7;7;6;3;5
352440205000712;70;34;36;X;4;0;X;X;X;3;11;5;4;0;X;X;X;5;X;3;5;6;3;4;X;4;6;X;7;3;5;8;17;8;8;X
352440205000713;104;55;49;X;4;5;5;3;5;6;9;6;6;5;3;5;X;X;5;3;6;9;5;6;4;4;9;6;7;8;8;12;18;11;12;9
352440205000714;470;257;213;13;17;17;17;18;11;30;39;54;29;12;6;13;14;11;13;17;36;40;24;21;18;19;30;31;28;31;28;66;79;78;50;30
352440205000715;25;13;12;0;X;X;3;X;X;0;3;0;0;X;X;X;0;X;X;X;X;3;0;X;0;X;4;X;4;X;X;X;6;0;X;X
352440205000716;101;56;45;X;7;3;4;5;4;6;10;7;X;6;X;X;X;X;5;3;5;10;7;X;5;4;9;5;6;10;7;11;20;14;4;11
352440205000717;609;260;349;7;15;15;10;18;9;33;36;44;27;46;11;22;8;18;21;12;27;48;60;54;68;18;37;23;28;39;21;60;84;104;81;114
352440205000718;113;57;56;6;X;3;X;X;3;8;9;11;5;7;0;X;5;6;0;X;6;11;11;5;9;6;4;8;7;X;4;14;20;22;10;16
352440205000719;20;10;10;0;0;0;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;X;0;0;0;X;X;4;3;3;3;X;X
352440205000720;757;394;363;34;41;32;34;30;31;62;48;36;32;14;28;21;30;23;21;38;62;55;32;36;17;62;62;62;57;51;69;124;103;68;68;31
352440205000721;71;42;29;X;3;X;3;X;X;4;5;11;7;X;X;X;X;3;X;X;X;6;8;X;4;3;5;X;6;3;3;5;11;19;8;6
352440205000722;595;295;300;28;21;21;23;23;24;66;39;27;18;5;21;23;13;16;22;23;75;52;25;21;9;49;44;34;39;45;47;141;91;52;39;14
352440205000723;61;34;27;0;3;3;X;X;3;6;6;X;5;3;X;X;6;0;X;X;6;4;X;X;3;X;5;9;X;3;4;12;10;3;6;6
352440205000724;531;278;253;17;25;20;14;16;9;45;34;39;31;28;18;16;12;20;20;21;27;40;31;21;27;35;41;32;34;36;30;72;74;70;52;55
352440205000725;106;59;47;3;3;4;X;5;X;8;4;12;13;3;3;X;0;4;3;X;5;6;12;10;0;6;5;4;6;8;4;13;10;24;23;3
352440205000726;607;276;331;13;5;20;13;14;11;36;35;35;37;57;9;11;9;14;17;9;41;34;46;49;92;22;16;29;27;31;20;77;69;81;86;149
352440205000727;149;75;74;5;5;X;5;6;7;7;6;12;10;10;5;10;4;9;4;7;6;12;10;4;3;10;15;6;14;10;14;13;18;22;14;13
352440207000001;680;345;335;20;26;25;26;35;26;39;51;52;29;16;12;26;25;17;25;22;53;52;52;30;21;32;52;50;43;60;48;92;103;104;59;37
352440207000002;710;360;350;21;14;29;31;32;35;47;45;55;32;19;17;23;18;27;27;15;61;57;46;34;25;38;37;47;58;59;50;108;102;101;66;44
352440207000003;591;294;297;10;23;18;19;31;17;49;40;39;31;17;11;15;17;20;24;20;41;39;52;39;19;21;38;35;39;55;37;90;79;91;70;36
352440207000004;547;257;290;10;14;13;17;21;19;38;41;36;28;20;12;13;25;18;19;20;46;40;41;32;24;22;27;38;35;40;39;84;81;77;60;44
352440207000005;750;388;362;19;31;23;23;31;35;58;50;46;46;26;19;16;23;27;26;27;55;41;49;52;27;38;47;46;50;57;62;113;91;95;98;53
352440207000006;590;280;310;18;19;22;19;21;19;46;32;44;22;18;19;21;17;16;22;29;49;53;40;21;23;37;40;39;35;43;48;95;85;84;43;41
352440207000007;818;392;426;23;29;27;30;34;34;51;73;28;40;23;39;27;27;28;34;29;57;64;36;53;32;62;56;54;58;68;63;108;137;64;93;55
352440207000008;558;275;283;15;12;19;17;18;21;48;40;33;34;18;13;18;25;22;20;18;41;41;37;27;21;28;30;44;39;38;39;89;81;70;61;39
352440207000009;561;276;285;13;20;12;16;20;22;40;39;48;32;14;16;17;17;20;16;25;36;44;41;29;24;29;37;29;36;36;47;76;83;89;61;38
352440207000012;64;33;31;4;3;X;5;6;4;X;4;3;X;0;X;X;X;3;4;X;X;8;4;4;X;5;4;X;8;10;5;4;12;7;5;X
352440207000018;943;465;478;42;39;35;39;37;40;64;73;53;30;13;32;40;43;43;40;39;70;63;60;27;21;74;79;78;82;77;79;134;136;113;57;34
352440207000023;553;280;273;14;19;19;25;24;18;33;39;46;19;24;8;17;18;18;12;16;47;40;41;28;28;22;36;37;43;36;34;80;79;87;47;52
352440207000024;411;206;205;13;19;10;15;11;18;18;37;31;21;13;8;6;9;17;15;15;24;39;36;21;15;21;25;19;32;26;33;42;76;67;42;28
352440207000025;686;328;358;13;18;17;25;32;23;40;55;48;31;26;16;20;21;40;28;21;43;69;39;37;24;29;38;38;65;60;44;83;124;87;68;50
352440207000026;784;375;409;34;35;36;48;53;29;49;36;39;14;X;27;31;47;33;42;26;66;52;50;24;11;61;66;83;81;95;55;115;88;89;38;13
352440207000027;597;296;301;37;39;37;20;13;25;61;33;20;9;X;37;35;29;20;25;43;56;26;25;4;X;74;74;66;40;38;68;117;59;45;13;3
352440207000028;464;237;227;43;31;23;15;18;21;40;26;16;4;0;35;22;18;15;23;36;35;25;9;9;0;78;53;41;30;41;57;75;51;25;13;0
352440207000032;99;47;52;3;X;X;0;6;X;13;4;7;9;X;4;7;5;8;4;X;7;5;4;3;3;7;8;7;8;10;3;20;9;11;12;4
352440210000001;638;317;321;16;18;16;21;24;26;33;52;55;27;29;13;17;23;13;21;21;33;46;57;42;35;29;35;39;34;45;47;66;98;112;69;64
352440210000002;749;378;371;24;25;30;27;16;21;56;57;46;49;27;20;12;21;22;20;20;60;56;48;58;34;44;37;51;49;36;41;116;113;94;107;61
352440210000003;599;303;296;16;22;20;25;20;16;36;46;56;32;14;10;12;22;24;22;9;46;52;51;30;18;26;34;42;49;42;25;82;98;107;62;32
352440210000005;469;225;244;9;10;12;22;17;19;31;22;33;25;25;12;9;18;8;18;14;29;25;40;32;39;21;19;30;30;35;33;60;47;73;57;64
352440210000021;112;52;60;6;3;5;0;8;5;5;6;5;5;4;5;3;5;3;3;6;13;7;6;5;4;11;6;10;3;11;11;18;13;11;10;8
352440210000025;70;35;35;X;4;X;0;0;X;6;X;8;5;4;X;X;4;X;3;5;7;X;5;4;X;3;5;6;X;3;7;13;4;13;9;6
352440210000027;98;49;49;5;X;4;6;X;X;6;5;8;4;6;3;3;6;5;4;X;X;8;6;7;3;8;4;10;11;6;4;8;13;14;11;9
352440210000038;395;178;217;14;16;13;5;19;20;35;28;15;10;3;15;13;17;17;19;18;36;29;32;11;10;29;29;30;22;38;38;71;57;47;21;13
352440210000049;668;325;343;17;21;25;23;28;27;54;35;49;26;20;22;26;25;17;30;36;45;46;40;30;26;39;47;50;40;58;63;99;81;89;56;46
352440210000050;496;243;253;10;23;14;12;21;18;34;34;38;18;21;11;10;14;24;17;21;22;39;38;33;24;21;33;28;36;38;39;56;73;76;51;45
352440210000052;190;106;84;8;6;6;4;5;4;17;15;18;16;7;4;4;3;6;X;8;12;10;19;10;7;12;10;9;10;6;12;29;25;37;26;14
352440210000053;255;130;125;9;3;16;10;8;6;16;15;16;18;13;7;7;11;9;3;8;18;18;16;18;10;16;10;27;19;11;14;34;33;32;36;23
352440210000054;77;44;33;6;4;5;X;0;X;6;12;X;5;X;X;4;3;X;3;3;7;X;X;5;X;8;8;8;X;3;5;13;14;X;10;4
352440210000055;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
352440210000056;120;61;59;X;4;5;5;4;4;7;6;10;5;9;4;3;4;4;X;0;11;9;9;7;6;6;7;9;9;6;4;18;15;19;12;15
352440210000058;583;259;324;29;26;24;27;27;25;49;20;21;8;3;24;27;22;22;31;23;45;52;35;33;10;53;53;46;49;58;48;94;72;56;41;13
352440210000059;516;243;273;25;22;19;22;22;18;39;25;22;19;10;16;28;16;27;20;22;45;28;39;14;18;41;50;35;49;42;40;84;53;61;33;28
352440210000060;410;202;208;13;16;20;8;12;7;22;34;36;21;13;10;17;8;13;14;9;29;45;25;21;17;23;33;28;21;26;16;51;79;61;42;30
352440210000061;108;53;55;3;5;X;6;5;3;6;9;3;8;3;6;5;3;4;X;3;7;9;9;6;X;9;10;5;10;6;6;13;18;12;14;5
352440210000062;728;377;351;18;22;26;31;34;25;62;51;55;40;13;25;21;11;16;18;35;61;51;52;39;22;43;43;37;47;52;60;123;102;107;79;35
352440210000063;882;426;456;27;19;31;35;30;39;64;57;63;42;19;30;16;21;30;40;42;55;62;89;49;22;57;35;52;65;70;81;119;119;152;91;41
352440210000064;481;245;236;9;8;11;16;22;18;26;37;48;27;23;10;9;15;16;11;22;31;44;32;25;21;19;17;26;32;33;40;57;81;80;52;44
352440210000065;405;210;195;22;29;18;13;11;13;40;22;27;14;X;19;17;21;19;9;15;36;21;28;10;0;41;46;39;32;20;28;76;43;55;24;X
352440210000067;647;308;339;15;18;21;23;25;19;52;50;48;23;14;13;18;18;24;23;24;53;57;44;40;25;28;36;39;47;48;43;105;107;92;63;39
352440210000068;506;247;259;13;19;23;18;17;13;44;34;22;34;10;15;16;14;15;11;20;53;35;27;32;21;28;35;37;33;28;33;97;69;49;66;31
352440210000069;45;27;18;X;X;3;X;5;3;X;X;5;5;0;0;0;0;X;X;X;3;3;7;0;X;X;X;3;X;6;5;4;5;12;5;X
352440210000070;45;19;26;0;0;X;0;X;0;3;5;4;5;0;0;3;X;X;0;X;X;3;6;7;0;0;3;3;X;X;X;4;8;10;12;0
352440210000071;45;27;18;0;X;0;X;0;0;4;X;6;5;6;X;0;0;0;0;0;X;5;4;3;X;X;X;0;X;0;0;6;7;10;8;8
